id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
685236,EEE,2014J,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
685750,EEE,2014J,F,Scotland,A Level or Equivalent,50-60%,35-55,0,180,Y,Withdrawn
685913,EEE,2014J,M,South Region,HE Qualification,90-100%,0-35,0,30,N,Withdrawn
685991,EEE,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
686339,EEE,2014J,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
686462,EEE,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
686877,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn
687283,EEE,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
687367,EEE,2014J,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
687498,EEE,2014J,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,30,N,Withdrawn
687953,EEE,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
688404,EEE,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
688763,EEE,2014J,M,North Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
688942,EEE,2014J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
689618,EEE,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
689786,EEE,2014J,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
689807,EEE,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
689944,EEE,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn
690406,EEE,2014J,M,London Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn
690470,EEE,2014J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
690763,EEE,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
691978,EEE,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,30,Y,Withdrawn
692723,EEE,2014J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn
693111,EEE,2014J,M,Scotland,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
693147,EEE,2014J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
694081,EEE,2014J,M,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
694106,EEE,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
694304,EEE,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
694548,EEE,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
694658,EEE,2014J,F,London Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
694735,EEE,2014J,F,Wales,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
695094,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
695760,EEE,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
696464,EEE,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn
696796,EEE,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
696930,EEE,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
697120,EEE,2014J,M,West Midlands Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
698598,EEE,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
699038,EEE,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
699049,EEE,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,40,N,Withdrawn
699050,EEE,2014J,M,Scotland,A Level or Equivalent,10-20,0-35,0,40,N,Withdrawn
1040037,EEE,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Withdrawn
1841850,EEE,2014J,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn
1895399,EEE,2014J,M,West Midlands Region,HE Qualification,40-50%,0-35,0,180,N,Withdrawn
1943214,EEE,2014J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
1953275,EEE,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
2050998,EEE,2014J,M,North Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
2080916,EEE,2014J,M,Scotland,HE Qualification,,35-55,1,30,N,Withdrawn
2242383,EEE,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn
2340230,EEE,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
2372573,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Withdrawn
2395505,EEE,2014J,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
2443165,EEE,2014J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
2484189,EEE,2014J,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
2498614,EEE,2014J,M,North Western Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn
2501127,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn
2566474,EEE,2014J,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
2579558,EEE,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
2612725,EEE,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,1,120,N,Withdrawn
2631935,EEE,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
2681277,EEE,2014J,M,London Region,HE Qualification,30-40%,35-55,1,205,N,Withdrawn
36385,FFF,2013B,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,Y,Withdrawn
36842,FFF,2013B,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
43011,FFF,2013B,M,North Region,Lower Than A Level,,0-35,2,60,N,Withdrawn
49095,FFF,2013B,F,South West Region,HE Qualification,40-50%,0-35,2,150,N,Withdrawn
53709,FFF,2013B,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
60519,FFF,2013B,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
77998,FFF,2013B,M,Ireland,Lower Than A Level,,35-55,1,180,N,Withdrawn
80886,FFF,2013B,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
86538,FFF,2013B,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
88957,FFF,2013B,M,South East Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
107955,FFF,2013B,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn
112010,FFF,2013B,M,Scotland,HE Qualification,20-30%,0-35,2,270,Y,Withdrawn
128791,FFF,2013B,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
146455,FFF,2013B,F,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
146679,FFF,2013B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,210,N,Withdrawn
149567,FFF,2013B,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
160193,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,2,120,N,Withdrawn
167557,FFF,2013B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
174805,FFF,2013B,F,Scotland,A Level or Equivalent,10-20,35-55,0,135,N,Withdrawn
180974,FFF,2013B,M,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
190653,FFF,2013B,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
191998,FFF,2013B,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
193803,FFF,2013B,M,South Region,Post Graduate Qualification,90-100%,35-55,0,210,N,Withdrawn
198257,FFF,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,1,180,N,Withdrawn
203442,FFF,2013B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
228635,FFF,2013B,M,North Region,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn
232764,FFF,2013B,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,150,N,Withdrawn
234196,FFF,2013B,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
234661,FFF,2013B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
244816,FFF,2013B,M,North Western Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn
247940,FFF,2013B,M,North Western Region,Lower Than A Level,30-40%,0-35,3,180,N,Withdrawn
263697,FFF,2013B,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
274237,FFF,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
276846,FFF,2013B,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,2,60,N,Withdrawn
277577,FFF,2013B,F,London Region,A Level or Equivalent,80-90%,35-55,1,240,N,Withdrawn
278282,FFF,2013B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
281785,FFF,2013B,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
283055,FFF,2013B,F,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn
284395,FFF,2013B,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn
286067,FFF,2013B,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn
289618,FFF,2013B,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
290252,FFF,2013B,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
294679,FFF,2013B,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
296911,FFF,2013B,M,South Region,Lower Than A Level,50-60%,0-35,1,70,Y,Withdrawn
311401,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
324305,FFF,2013B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
327797,FFF,2013B,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
331104,FFF,2013B,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
333346,FFF,2013B,M,South West Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
342125,FFF,2013B,M,London Region,HE Qualification,10-20,35-55,0,90,N,Withdrawn
342208,FFF,2013B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
347410,FFF,2013B,F,Wales,Lower Than A Level,0-10%,0-35,0,135,N,Withdrawn
349359,FFF,2013B,M,North Region,HE Qualification,,35-55,0,180,N,Withdrawn
352152,FFF,2013B,M,North Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn
354173,FFF,2013B,M,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
355149,FFF,2013B,M,South East Region,A Level or Equivalent,20-30%,35-55,0,180,Y,Withdrawn
360024,FFF,2013B,F,Scotland,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn
361837,FFF,2013B,M,Wales,HE Qualification,60-70%,35-55,1,210,N,Withdrawn
362356,FFF,2013B,M,London Region,A Level or Equivalent,10-20,35-55,2,120,N,Withdrawn
366836,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,210,Y,Withdrawn
371169,FFF,2013B,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
371810,FFF,2013B,M,Wales,Lower Than A Level,0-10%,35-55,1,120,N,Withdrawn
377046,FFF,2013B,F,South East Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn
381365,FFF,2013B,M,North Western Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn
382086,FFF,2013B,F,South East Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn
382160,FFF,2013B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn
383388,FFF,2013B,F,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
385681,FFF,2013B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Withdrawn
386985,FFF,2013B,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
389759,FFF,2013B,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
389773,FFF,2013B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,90,Y,Withdrawn
390440,FFF,2013B,M,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
392217,FFF,2013B,M,London Region,Lower Than A Level,50-60%,0-35,1,105,N,Withdrawn
392691,FFF,2013B,M,South West Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn
395010,FFF,2013B,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,150,N,Withdrawn
395367,FFF,2013B,F,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Withdrawn
397297,FFF,2013B,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
400004,FFF,2013B,M,South West Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn
403158,FFF,2013B,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
404170,FFF,2013B,F,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
405314,FFF,2013B,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
408762,FFF,2013B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
409663,FFF,2013B,M,North Western Region,Lower Than A Level,40-50%,0-35,2,120,N,Withdrawn
416696,FFF,2013B,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
417863,FFF,2013B,F,East Midlands Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
419228,FFF,2013B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,300,N,Withdrawn
419565,FFF,2013B,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
420096,FFF,2013B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
420673,FFF,2013B,M,Ireland,HE Qualification,,0-35,1,150,N,Withdrawn
422280,FFF,2013B,F,South Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn
425755,FFF,2013B,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
427228,FFF,2013B,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,180,N,Withdrawn
430554,FFF,2013B,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
431268,FFF,2013B,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
434476,FFF,2013B,M,London Region,A Level or Equivalent,30-40%,35-55,1,180,Y,Withdrawn
437432,FFF,2013B,F,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn
437752,FFF,2013B,M,North Western Region,No Formal quals,30-40%,0-35,0,90,N,Withdrawn
439002,FFF,2013B,F,Wales,Lower Than A Level,70-80%,0-35,1,150,N,Withdrawn
440288,FFF,2013B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
440851,FFF,2013B,M,Scotland,Lower Than A Level,30-40%,0-35,2,120,N,Withdrawn
441421,FFF,2013B,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
442436,FFF,2013B,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
446825,FFF,2013B,M,Ireland,HE Qualification,,35-55,2,270,N,Withdrawn
447036,FFF,2013B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,2,150,N,Withdrawn
464616,FFF,2013B,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
464755,FFF,2013B,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn
466582,FFF,2013B,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
472810,FFF,2013B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
472981,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
473081,FFF,2013B,F,Scotland,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
473102,FFF,2013B,F,South East Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn
474256,FFF,2013B,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
477812,FFF,2013B,M,Scotland,Lower Than A Level,70-80%,0-35,1,120,Y,Withdrawn
479828,FFF,2013B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,1,180,N,Withdrawn
479892,FFF,2013B,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
480181,FFF,2013B,M,North Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn
481227,FFF,2013B,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
481367,FFF,2013B,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
482264,FFF,2013B,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
483117,FFF,2013B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
483179,FFF,2013B,M,London Region,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn
484242,FFF,2013B,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
485412,FFF,2013B,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,210,N,Withdrawn
487271,FFF,2013B,M,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
488386,FFF,2013B,F,London Region,HE Qualification,20-30%,0-35,0,60,Y,Withdrawn
490542,FFF,2013B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,180,N,Withdrawn
491011,FFF,2013B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn
492111,FFF,2013B,M,North Region,A Level or Equivalent,,35-55,0,90,N,Withdrawn
494866,FFF,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
495318,FFF,2013B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
496657,FFF,2013B,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
497139,FFF,2013B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,210,N,Withdrawn
497891,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
498636,FFF,2013B,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
499244,FFF,2013B,M,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Withdrawn
499419,FFF,2013B,M,South West Region,A Level or Equivalent,10-20,0-35,1,180,N,Withdrawn
501302,FFF,2013B,F,Scotland,HE Qualification,40-50%,0-35,0,90,N,Withdrawn
501411,FFF,2013B,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
501755,FFF,2013B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
502361,FFF,2013B,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
502517,FFF,2013B,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,1,120,N,Withdrawn
502531,FFF,2013B,M,South Region,Lower Than A Level,50-60%,0-35,1,300,N,Withdrawn
503134,FFF,2013B,F,London Region,A Level or Equivalent,10-20,0-35,1,240,N,Withdrawn
504741,FFF,2013B,M,Scotland,HE Qualification,90-100%,35-55,0,75,Y,Withdrawn
504956,FFF,2013B,M,Scotland,HE Qualification,30-40%,35-55,0,60,Y,Withdrawn
505244,FFF,2013B,M,North Western Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn
505501,FFF,2013B,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
506092,FFF,2013B,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
508749,FFF,2013B,M,South West Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
509177,FFF,2013B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn
509535,FFF,2013B,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
511005,FFF,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
512305,FFF,2013B,M,London Region,Lower Than A Level,40-50%,0-35,1,150,N,Withdrawn
514605,FFF,2013B,M,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn
514913,FFF,2013B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
515370,FFF,2013B,M,North Western Region,Lower Than A Level,80-90%,0-35,0,210,N,Withdrawn
516222,FFF,2013B,M,North Region,Lower Than A Level,0-10%,0-35,1,180,N,Withdrawn
516519,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,1,150,Y,Withdrawn
517062,FFF,2013B,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
517349,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
517362,FFF,2013B,M,South West Region,No Formal quals,30-40%,0-35,1,120,N,Withdrawn
518385,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,1,180,Y,Withdrawn
519155,FFF,2013B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,Y,Withdrawn
519500,FFF,2013B,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
519600,FFF,2013B,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
520061,FFF,2013B,M,North Region,Lower Than A Level,,35-55,0,120,N,Withdrawn
520153,FFF,2013B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,400,N,Withdrawn
520307,FFF,2013B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,120,N,Withdrawn
520360,FFF,2013B,F,South Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn
520525,FFF,2013B,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
520873,FFF,2013B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
521109,FFF,2013B,M,South Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn
521377,FFF,2013B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn
522862,FFF,2013B,M,Wales,A Level or Equivalent,90-100%,0-35,1,180,N,Withdrawn
524431,FFF,2013B,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
524609,FFF,2013B,M,West Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
524984,FFF,2013B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
525353,FFF,2013B,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
526060,FFF,2013B,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
526303,FFF,2013B,M,Ireland,HE Qualification,,0-35,1,120,N,Withdrawn
526356,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,150,N,Withdrawn
526420,FFF,2013B,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
527505,FFF,2013B,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
527601,FFF,2013B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
527744,FFF,2013B,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
527927,FFF,2013B,M,North Region,Lower Than A Level,,35-55,1,180,N,Withdrawn
528071,FFF,2013B,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
528264,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
528270,FFF,2013B,F,South West Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
528713,FFF,2013B,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
528782,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
528879,FFF,2013B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
528996,FFF,2013B,F,North Western Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn
529277,FFF,2013B,M,North Western Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn
529381,FFF,2013B,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
530676,FFF,2013B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
530852,FFF,2013B,M,Wales,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
